book|书
bahadur|阁下
bistephanic|[医] 二冠状点的
bookish|好读书的, 书呆子的
brio|元气充沛, 生动
bdle|bundle 束, 捆, 包
beggared|乞丐；穷人；家伙
beachy|多沙砾的
bilks|蒙骗( bilk的第三人称单数 )
bejewelling|饰以珠宝( bejewel的现在分词 )
basinal|basin（盆）的变形
bosun|水手长
bibliopoly|书籍贩卖, 珍本贩卖
beggarliness|贫穷, 赤贫, 卑贱
batan|巴丹（尼泊尔城市）
bellicism|[法] 好战性, 好战倾向
boubou|(西非男女均可穿的)宽大长袍[西非当地语]
brimstony|似硫黄的, 似地狱的
bilimbing|三敛
borzois|俄国狼狗( borzoi的名词复数 )
bioflavonoid|[生化]生物类黄酮,维生素P
bleeped|发出哔哔声( bleep的过去式和过去分词 ); 召唤（某人）
bouleuterion|(pl.-teria)(古希腊的)议事厅, 会议室
baseplate|底板, 装假牙齿的底板, 支承板
bonesetting|接骨术
balker|不顺从者
bahts|铢（泰国货币单位）, 铢的硬币( baht的名词复数 )
brahmins|婆罗门, 教养好的人( Brahmin的名词复数 )
blackfellow|澳洲土著
benzpyrene|[化]苯并芘
boxroom|杂物收藏室
buttocks|臀部
beastman|牧人；残暴的人, 残忍的人
backpacked|双肩背包，背包；远足用的背包
blondes|白肤金发碧眼女人( blonde的复数形式 )
bristletail|蛀虫, 蠹虫
blowtube|吹火筒, 吹管
buzzwords|（报刊等的）时髦术语, 流行行话( buzzword的复数形式 )
beading|起泡, 泡沫
barmkin|[古语]；城堡外墙
braccate|(鸟类)胫骨上和足上有羽毛的
billycock|圆顶礼帽
blathering|说蠢话, 胡说( blather的现在分词 )
booklore|书本知识
barf|呕吐
breeches|马裤
bitte|(Bitte)人名；(瑞典)比特
balder|秃头的( bald的比较级 ); 明显的; 简单的; 赤裸裸的
brutified|,vi. brutify的变形
brawnier|(brawny 的比较级) a. 肌肉结实的, 顽强的
bigwigs|<口>要人, 有重大影响的人( bigwig的复数形式 ); 显贵; 权贵
bandstands|（有顶盖）室外音乐演奏台( bandstand的复数形式 )
breakups|(breakup 的复数) n. 分裂, 崩溃, 解散, 解体
bolson|[地](尤指美国西南部和墨西哥的)沙漠盆地, 封闭盆地
benzoinated|[医] 含安息香的
boyishly|少年地, 稚气地
brakeless|无制动的
bowlin|[人名] 鲍林
beezer|鼻子
boof|狗吠声
bonehead|笨蛋
behove|理应, 应该
bicellular|两室的
bodhi|tree 菩提树(佛教的圣树,相传佛祖在此树下得道成佛)
bundist|（美国三十年代的）亲纳粹派
beegerite|银辉铋铅矿
balmily|芳香地
birchwood|[地名] [美国、新西兰] 伯奇伍德
bergschrund|冰川边缘裂缝
bullterrier|布尔得利亚
backside|背部, 背后, 后方
bitched|埋怨( bitch的过去式 ); 发牢骚; 挖苦; （背后）说坏话
brast|(Brast)人名；(德)布拉斯特
bayldonite|[化] 钒酸铅矿
brabbled|争吵, 争论( brabble的过去式和过去分词 )
bonesetter|接骨师
bromatium|[生]饲蚁菌丝
benzenes|[有化] 苯
barkan|(Barkan)人名；(英)巴坎；(俄、意、土、法)巴尔坎
bombastical|(言词、文章等)夸夸其谈的, 言过其实的, 空洞浮夸的, 矫揉造作的, 浮华的, 夸大的
brocatelle|凸花厚缎
billot|杆
bustling|熙熙攘攘的, 忙乱的
boneset|贯叶泽兰
bibliolatry|书籍崇拜, 圣经崇拜
blatherer|胡说；废话 (blather的变形)
blooded|纯种的, 血统优良的
breweries|酿造厂, 啤酒厂( brewery的复数形式 )
backhouse|后面的小屋, (尤指)厕所
bathmats|浴室防滑垫( bath mat的复数形式 )
boottop|水线带（等于boottopping）
besnow|覆以雪, 使雪白
bulkiest|庞大的( bulky的最高级 ); 大块头的; 粗壮的
bedlamer|幼海豹
barratry|诉讼挑唆
bespot|使有斑点
buchmanism|道德重整运动
bute|保泰松（一种止痛药）
babakoto|[网络] 巴巴科托
bilking|蒙骗( bilk的现在分词 )
bailiffs|法警, 法院执行官( bailiff的复数形式 )
bostonian|波士顿的
beriberi|脚气病
bagatelle|琐事, 小事, 弹球戏
bustler|bustle的变形
biddably|biddable的变形
breakstone|碎石
beauties|美容化妆；美丽, 美的东西；美人（beauty的复数）
bicone|(珠子等)双锥体
backsword|单刃刀, 木剑
blackwater|[医]黑尿病
buxaceae|[植] 黄杨科
blackjacks|以棒打, 胁迫（blackjack的第三人称单数形式）
brawling|[法] 吵架, 喧闹, 吵闹罪
bees|蜜蜂（bee的复数）
btl|beginning tape label 磁带起始标记; behind the lens (camera) 曝光表法（照像机）; bottle 瓶
bunching|[计] 捆札, 聚束, 胶合
bebeerine|[医]比比林(一植物碱)
barrable|可以拦阻（排斥）的
boondoggles|<美俚>细小而无用的事, 手工品( boondoggle的名词复数 )
barky|[机] 含有树皮的
bedwarfed|使矮小；阻碍…的生长
bonding|结合, 屏蔽接地, 搭接
besa|(Besa)人名；(西、意)贝萨
birefringent|[计] 双折射的
begnaw|咬, 啃
brans|(bran 的复数) n. 糠, 麸
breezing|发虚, 不清晰
brahminism|婆罗门教
brigandage|土匪行为, 掠夺
bursty|阵发性的；间歇的
bathybius|深水类生物
blunting|把…弄钝, 减弱( blunt的现在分词 )
bibbed|有围兜的
bicornate|[医] 双角的
byon|含宝石的黄褐色土
basifier|碱化剂
bleaches|使（颜色）变淡, 变白, 漂白( bleach的第三人称单数 )
bassia|[网络] 雾冰藜属；巴斯水母属；雾冰草属
braininess|博学；聪明；机智
birdling|幼鸟
bunger|[人名] 邦杰
branchiata|[医] 有鳃类
benedict|新婚男人
buckeen|破落贵族
bubs|Bubbles 泡沫, 幻想的计划
benefic|有益的,行善的
bowdlerism|删除
bassets|露出；矮脚长耳猎犬
beeches|山毛榉( beech的名词复数 ); 山毛榉木材
basilical|重要的, 显要的
boise|博伊西（美国爱达荷州首府）
birks|(Birk 的复数) n. 比尔克（姓氏）
bronzier|(bronzy 的比较级) adj.青铜色的,仿青铜的
blowpit|[机] 泄料槽
bannered|旗帜, 横幅；标语
babbage|巴贝奇（男子名）
butyrone|[化] 二丙基酮; 二丙基甲酮
bechance|使遭遇, 降临于
balladist|民谣的作者, 唱民谣的人
bipyramid|[机] 双锥体
brainwork|脑力工作, 劳心工作
birdbrain|笨蛋, 轻佻的人, 轻率浮躁的人
bezzled|(在盗用公款或贪污未被发现前带来的)挪用公款收益, 贪污收益
badasses|坏蛋
bonging|锣, 大钟等的当当声
bact|bacteria （复数）细菌; bacterium （单数）细菌; bacteriology 细菌学; bacteriological 细菌学的
bedfordshire|英格兰南部的州名
beltings|(belting 的复数) n. 带料, 带类
belletrist|纯文学作品作者
blowguns|吹箭筒；喷漆的器具
blearing|模糊( blear的现在分词 )
bulwarking|壁垒；保障；防波堤
bouse|[航海](用索[船]具等)拉, 升起, 任何饮料, 酒, 饮(酒), 痛饮
bleeps|哔哔声( bleep的名词复数 )
birding|捕鸟, 玩鸟
bakings|(baking 的复数) n. 烘焙, 一次烘焙的量
bringers|(bringer 的复数) n. 带来...的人；提供者
blackmailed|胁迫, 尤指以透露他人不体面行为相威胁以勒索钱财( blackmail的过去式 )
backbitten|backbite的过去分词
billiardist|打台球者,打弹子者
burlies|(burly 的第三人称 -s形式) a. 结实的, 粗壮的, 率直的
blouses|（妇女穿的）短上衣, 女衬衫( blouse的复数形式 )
bullyboy|架子十足的恶棍, 受人雇用的流氓
bezique|伯齐克牌戏
blae|[机] 灰青炭质页岩, 苏格兰产蓝灰色粘土
budged|（使）稍微移动( budge的过去式和过去分词 ); （使）改变主意, （使）让步
blas|放射
balconied|有阳台的
bdelloid|(=bdelloideus)蛭形的
brambled|长满灌木的
brunts|（来自攻击一方的）主要力量（brunt的复数形式）
brotherlike|brother的变形
bacillary|杆状的, 杆状细菌的, 芽胞杆菌, 杆菌
biosystematy|生物分类学, 生物系统学
bifurcates|（指道路、河流、树枝等）分岔, 分成两支( bifurcate的名词复数 ); 使分枝, 使分叉; 分叉的
beasthood|野兽；畜生, 人面兽心的人 (beast的变形)
barquette|船形馅饼皮
blee|面部肤色
benj|(作为麻醉品的)大麻茎；大麻叶
bilobated|【动物学】有两叶的, 分成两叶的；【植物学】两裂片的, 两裂的；具两叶的[亦作 bilobed]
bogard|伯加德（姓氏）
bendell|[人名] 本德尔
biarticular|[医] 两关节的
bitonality|双重调性；复调性
bleachers|漂白剂（bleacher的复数形式）；（美）露天看台
bodybuilder|健美运动者；锻炼肌肉者
barflies|(barfly 的第三人称 -s形式) n. 常赴酒吧的人, 酒鬼
berryman|贝里曼（姓氏）
bushido|武士道
bearishly|粗鲁地, 笨拙地
bourride|[烹]蒜味蛋黄鱼羹
brazilians|(Brazilian 的复数) n. 巴西人
bating|[化] 软化; 鸟粪鞣化
batmen|（部队中的）勤务兵( batman的名词复数 )
beatless|beat的变形
bionomy|生理学, 生态学
baddest|最坏的
bosomed|胸部的
butenyl|丁烯基
biffs|打( biff的第三人称单数 )
barragan|(Barragan)人名；(西、法)巴拉甘
buceros|[网络] 角犀鸟属
bibliopolism|书籍销售原则；书籍销售业
boldine|[化] 波尔定碱
bise|(法国东南部等地的)干冷北风
bedsock|睡时穿的保暖袜子
bardo|巴多（男子名）
bskt|basket 篮, 篓, 筐
bordello|妓院
blackmailers|敲诈者, 勒索者( blackmailer的复数形式 )
bromination|溴化(作用)
brined|卤水( brine的过去式和过去分词 ); 浓盐水; 海; 海水
bagoong|[菲]百公酱, 发酵鱼酱
beautifies|美化, 装饰( beautify的第三人称单数 ); 变美
benny|安非他明(药片)
bloodily|血迹斑斑地, 残忍地
bantered|开玩笑, 说笑, 逗乐( banter的过去式和过去分词 ); （善意地）取笑, 逗弄
bowfront|弓状前缘的, 前面设计或安装了弓形窗户的
bloodguilty|杀人的
boozed|喝醉的
bisley|比利兹(英国Surrey 的一个村, National Rifle Association 的打靶场)
brazilin|[化]巴西木素
bares|使赤裸( bare的第三人称单数 ); 使露出; 揭开; 脱（衣服）
balsamum|[医] 香脂, 香胶
bantingism|班亭氏疗法(减肥法的一种)
boutade|念头, 怪念头, 反复无常
breccia|角砾岩
brittleness|[计] 脆度, 致命性
bingy|胃, 肚子
bonged|锣, 大钟等的当当声
bulletining|公布, 公告（bulletin的现在分词形式）
bungled|搞糟, 完不成( bungle的过去式和过去分词 ); 笨手笨脚地做; 失败; 完不成
baignoire|剧院最下一层的包厢
bikers|(biker 的复数) n. 骑自行车/摩托车的人
barogram|气压图
bywoner|<南非>佃农
barbra|芭芭拉（人名）
brecciation|角砾岩化
balustered|baluster的变形
browbeats|（以言辞或表情）威逼, 恫吓( browbeat的第三人称单数 )
bulging|[机] 打气, 膨胀
bywords|格言( byword的复数形式 ); 谚语; 笑柄; 代名词
brith|[网络] 布里斯
bilaminar|[医] 二层的, 两板的
blankness|空白, 空虚, 单调
burls|节, 树节, 节瘤( burl的名词复数 )
brandade|奶油烙(鳕)鱼,鱼羹
bodge|修补
basally|基础地（basal的变体）; 根本地（basal的变体）
beloid|前窄后宽的
bracero|<美>(合法入境干农活的) 墨西哥短期合同工
botanise|[网络] 植物学
blesbok|南非白面大羚羊
beingness|存在的性质
bombinating|发嗡嗡声( bombinate的现在分词 )
baptismally|（尤指教堂中）用作洗礼的地方, 洗礼地, 圣洗地
bauge|博热粗厚呢
bandwagon|乐队彩车, 流行
bractlet|[植]小苞片
bradyphrenia|[医]思想迟钝
bristlecone|pine[植]狐尾松(生长于美国西部山区,地球上最古老的树木之一)
bawdier|低级下流的( bawdy的比较级 )
backer|援助者, 支持者
bluetit|[鸟类]青山雀 (Parus caeruleus,产于欧洲)
balkanize|分割成小国, 使割据
bigeyes|大眼鲷( bigeye的名词复数 )
badder|的非正式写法
buffoonism|丑角；滑稽剧演员 (buffoon的变形)
burliness|结实
behoved|<英>理应, 应该, 理所当然( behove的过去式和过去分词 )
buccaneering|海盗行为, 掠夺
bouton|[医] 疖, 小结(哑铃状脓肿)
banksman|矿坑口的监工
blindest|盲的,盲目的,轻率的,使看不见蒙蔽,帘子,屏风(最高级)
bungalows|<英>平房( bungalow的复数形式 ); <美>单层小屋, 多于一层的小屋
borderlands|(borderland 的复数) n. 边界地方, 边陲, 两可间的状态
backus|巴克斯
butyne|丁炔
blowgun|吹箭筒
bunchflower|百合科草本植物
baptisin|[医] 灰叶苦甙, 野靛苦甙
bicrenate|具重圆齿的
barographs|(barograph 的第三人称 -s形式) n. 自动记录式气压计
bifolium|对折的书页
betta|［鱼］搏鱼；搏鱼属的鱼
bupleurum|柴胡属
biffed|打( biff的过去式和过去分词 )
bistriate|具双条纹的
bourrelet|定心带
bestowing|砖窑中砖堆上层已烧透的砖
bedsteads|床架, 床的框架( bedstead的复数形式 )
bufagin|[化] 蟾蜍精; 南美蟾毒配质
belayed|把绳索拴在系绳栓上( belay的过去式和过去分词 )
befriendment|befriend的变形
biconvexity|biconvex的变形
bedraggle|弄湿
bolshevists|(Bolshevist 的复数) n. 布尔什维克主义者, 激进分子
ballproof|子弹打不穿的, 防弹的
blackeyes|(blackeye 的复数)  [医]顶鳍段虎鱼
bushes|灌木（丛）( bush的名词复数 ); [机械学]（金属）衬套; [电学]（绝缘）套管; 类似灌木的东西（尤指浓密的毛发或皮毛）
buckjump|腾跃
betted|bet的过去式和过去分词
brede|编带,刺绣
blowdown|[化] 排料; 泄料; 放空; 排污; 吹除
bandy|向外弯曲的
bluesy|布鲁斯乐的(一种摇摆乐)
bessie|贝茜（女子名）
baldrib|无肋骨的瘦肉
bicarb|[化]重碳酸盐
bisson|[人名] 比森
bandboxes|(bandbox 的复数) n. 硬纸盒
brewsterite|[化] 锶沸石
buffoons|愚蠢的人( buffoon的复数形式 ); 傻瓜; 逗乐小丑; 滑稽的人
bacchanals|酒神节, 狂饮作乐者
backhanding|(backhand 的现在分词) n. 手背拍, 反手抽击, 左斜手写体
bibliotist|笔迹鉴定专家
bepraise|大吹大擂,过分颂扬
barman|酒吧间男招待
brandering|板条子操作; 双层灰条
ballerine|芭蕾舞女
baht|铢(泰国货币单位)
bellbine|篱天剑
bradyuria|[医] 排尿徐缓
baybolt|基础螺栓, 地脚螺栓
banisher|banish的变形
benzal|[化]苯亚甲基的
buat|(Buat)人名；(法)比亚
beaverite|铜铅铁矾
burlesques|滑稽模仿( burlesque的名词复数 ); <美>（包括脱衣舞的）滑稽歌舞杂剧
bangers|香肠( banger的复数形式 ); 破旧的汽车; 老爷车; （声音很响的）爆竹
bromophenol|溴苯酚
bellmouthed|钟口形的,漏斗口的,承口的
behung|[与with连用]挂了...的, 挂满...的
bandpass|[电] 通带
brett|布雷特（男子名）
biking|自行车, 骑单车；踏单车
babesiosis|巴贝西虫病
bussed|接吻, 一种帆船( buss的过去式和过去分词 )
bombay|孟买
barbet|热带巨嘴鸟
borazon|博拉任(一种硼和氮的化合物)
blockers|阻断剂; 护航者; 雏形锻模(blocker的复数形式)
beasts|野兽；畜牲（beast 的复数）
beira|贝拉[莫桑比克东南部港市]
benzo|苯并
brackened|(bracken 的过去分词) n. 欧洲蕨
ballonet|气室(调节气球升降)
beleaguered|围攻（beleaguer的过去式和过去分词）
brilliants|(brilliant 的复数) a. 光辉的, 灿烂的, 有才气的
bardship|吟游诗人 (bard的变形)
bartonella|[微]巴尔通氏体属
breastwork|(临时)矮防护墙
barcarolle|威尼斯的船歌
bangy|(=bang-up)[美俚]上等的, 最好的, 一流的
byzantine|拜占庭帝国的, 拜占庭式的
begum|穆斯林国家的王后(或公主)
baptizement|baptize的变形
brodie|失败, 倒下
bacillaceae|[医] 芽胞杆菌科
bestials|adj. 野兽的；野兽般的；兽状的
bigness|大, 伟大, 重大
boomiest|(boomy 的最高级) 景气的
becripple|使跛, 使成残废
bechances|使发生, 产生（bechance的第三人称单数形式）
basidigital|[医] 指(趾)根的
busbars|(busbar 的复数)  汇流排;  汇流条; 母线; 汇刘
bothrenchyma|[医] 孔纹组织
barnard|巴纳德（男子名）
bepaint|着色, 化妆, 在...上涂漆
bilification|[医] 胆汁生成, 胆汁分泌
bandbox|硬纸盒
berceuse|摇篮曲, 催眠曲
borderlines|(borderline 的复数) n. 边界, 界线
bombesin|[化] 铃蟾肽; 盘舌蟾素
buckled|有扣的
bayous|小海湾( bayou的名词复数 ); 支流; 河口; （美国南部水流缓慢、多水草的）河道支流
beanies|有大豆腥味的
bezzle|(在盗用公款或贪污未被发现前带来的)挪用公款收益, 贪污收益
betels|(betel 的第三人称 -s形式) [医] д叶(用д叶卷一些槟榔子碎片及石灰,作为咀嚼剂,有强壮、兴奋作用)
buddhistical|佛陀的, 佛教的
bezzling|(在盗用公款或贪污未被发现前带来的)挪用公款收益, 贪污收益
badmouth|说坏话
briard|布里牧羊狗（原产法国）
binervate|二脉的
beaus|喜修饰者( beau的名词复数 ); 纨绔子弟; 情郎; 求爱者
biscayan|(西班牙)比斯开省的; 比斯开人的; (泛指西班牙)巴士克地区人的
blowlamp|喷灯
babirussa|野猪（产于东印度）; 鹿豚
balers|(baler 的复数) [化] 打包机
backflip|后翻式；后滚翻；倒翻筋斗
boilery|煮物器[处]
birded|观察和辨认鸟（bird的过去式与过去分词形式）
balan|平衡品质
brushland|灌木林地, 矮灌丛
blimps|(blimp 的复数) n. 软式小型飞船, 顽固的保守分子
bajocian|[地质]巴裘 阶
blintzes|一种薄饼卷
belleek|[总称]伯利克陶器皿(一种上有珠光彩釉的薄陶瓷)
balter|[人名] 巴尔特
blastophitic|变余辉岩
buprestidae|吉丁科
buskins|(buskin 的复数) n. 厚底靴, (喻)悲剧
biochemic|生物化学的
badmouthing|说坏话
bedkey|装/拆床架用的板钳
beclouding|使遮暗, 蒙蔽( becloud的现在分词 )
bologna|一种大腊肠
birt|伯特（姓氏）
buckish|爱时髦的, 浮华的
busted|破产了的, 失败了的, 被降级的, 被逮捕的
bobbysocks|<美口>短袜（尤指少女穿的）
beget|为某人之生父, 招致, 产生, 引起
bryales|[植] 真藓目
bromides|溴化物( bromide的复数形式 ); 溴化物镇静剂; 安眠药; 陈词滥调
bottine|半长靴, 女靴
bicoloured|<英>双色的
boral|[药]硼酒石酸铝, 碳化硼结(用作收敛剂)
butein|紫铆因
basal|基础的, 基本的
buttonhold|<古>强留(人)谈(或听)
burbly|burble的变形
bedroll|铺盖卷
bulldogging|bulldog的变形
bagpipes|风笛
biracial|两种人种的
bullies|仗势欺人者, 横行霸道者( bully的名词复数 )
bellowed|发出吼叫声, 咆哮（尤指因痛苦）( bellow的过去式和过去分词 ); （愤怒地）说出（某事）, 大叫
botrychium|[网络] 阴地蕨属；小阴地蕨属
bumptious|瞎自夸的, 瞎自大的, 傲慢的
bluecoats|(bluecoat 的复数) n. 警察, 士兵
byssin|byssinosis 棉纤维吸人性肺炎
bunter|本特阶；触杆
bursal|[医] 囊的, 粘液囊的
biga|(pl.bigae)(古代地中海国家的)双马双轮战车
bicaudal|[动]二尾的
biologies|生物学( biology的名词复数 )；生理
bastardise|, vi. [主英国英语] = bastardize
bullae|bulla的复数
burningly|burning的变形
boggler|怀疑者; 畏缩不前的人; 令人惊奇的事物
balboa|巴波亚(巴拿马货币单位)
buckleya|[网络] 米面蓊属；米面翁属
battleplane|战斗机
bespoke|bespeak的过去式和过去分词
backfiller|[机] 回填机
bangled|adj. bangle的变形
bibliophily|bibliophile, bibliophil, bibliophilist  的变形；= bibliophilism
baptisia|[化] 野靛
betrothing|将某人许配给, 订婚( betroth的现在分词 )
backbends|卖艺人身体向后仰作弓状的姿势
bromhidrosis|臭汗, 腋臭
banditti|匪徒(bandit的复数形式)
basso|最低声部, 男低音歌手
buncher|[电] 集束器
bodycheck|[冰球]
bustlers|(bustler 的复数) n. bustle的变形
brewis|肉汤
bacteriocin|[微]细菌素(细菌分泌的抗菌物, 如大肠杆菌素)
bellerophon|柏勒罗丰（科林斯英雄）；神螺属
bluetongue|蓝舌病(羊、马等的病毒性疾病,似口蹄疫, 最早出现于南非)
batak|[地名] [保加利亚] 巴塔克
bobbers|浮子；钓鱼用的浮标
bronchiocele|[医] 细支气管扩大
batidaceae|[网络] 藜木科；朳打科
baling|[机] 包装, 打包
bronchiolar|[医]细支气管的
briolette|( 有三角形切面的 ) 椭圆形钻石 ( 或宝石 )
brunettes|黑头发的妇女, 咖啡色头发的女人, 深褐色头发的白人女子( brunette的复数形式 )
buchu|[化] 布枯; 南非季叶(芸香料植物Barosma betulina的干叶)
backwater|死水, 滞水, 停滞, 回水
bloodline|血统, 种系
bengaline|孟加拉织品
biometrician|生物统计学家
bessel|[计] 贝塞尔
barnabite|【宗教】(罗马天主教)圣保罗教士会会士[亦作 Regular Clerk of St. Paul]
birefraction|双折射
boyang|[工人的] 裤子垫膝
briefer|短暂的( brief的比较级 ); （衣着）短的; 简洁的; 简明的
brainworker|脑力劳动者, 劳心的人
blanco|<英> ([复]-cos) n.布兰可擦白剂
bridals|新婚的, 婚礼的( bridal的名词复数 )
broncos|（美国西部的）野马, 半驯化马( bronco的复数形式 )
bribes|赃物
beader|加珠饰者, 卷边器, 卷边工具, 弯边装置
bourne|小溪；目的地；边界
braining|打破…的脑袋（brain的现在分词形式）
boeotian|迟钝的, 愚笨的
butterflies|蝴蝶（ butterfly的名词复数 ）
bullace|布拉斯李
barbarizes|使（变）野蛮, 使（变）粗俗( barbarize的第三人称单数 )
brochette|小烤肉串
boodler|受贿者
beetled|快速移动( beetle的过去式和过去分词 )
benchmarks|基准( benchmark的复数形式 )
barrooms|酒吧间( barroom的名词复数 )
bhandari|(Bhandari)人名；(尼、印度)班达里；(印)班达里
bolshevize|使布尔什维克化, 使共产主义化
broiderer|broider的变形
broadest|宽广的
blacklegs|骗子；罢工破坏者；[兽医] 黑腿病
biophysics|生物物理学
bioassays|[生物] 生物检定
banefully|致害地, 有毒地
baldly|率直地, 露骨地, 无掩饰地
bayberries|月桂树的果实( bayberry的名词复数 )
biophagism|[医] 食生物作用
burnoosed|burnous(e)的变形
barkers|(barker 的复数) n. 招徕顾客的人, 剥树皮者
barilla|苏打灰
bedder|管理床铺的人, 供观赏的植物
bloodless|无血色的, 不流血的, 没精神的
bronchospasm|[医]支气管痉挛
biennials|(biennial 的复数) n. 两年生植物, 两年一次的事
bch|广播信道（Broadcast Channel）
bels|(BEL 的第三人称 -s形式) [计] 报警符
bifurcating|（指道路、河流、树枝等）分岔, 分成两支( bifurcate的现在分词 ); 使分枝, 使分叉
buist|[人名] 比伊斯特
botanizer|botanize的变形
bowker|[人名] [英格兰人姓氏] 鲍克职业名称，浸泡棉或布者，来源于中世纪英语，含义是“洗”(to wash)
brabble|吵嘴, 争论
burmese|缅甸人, 缅甸语
boggard|[英国方言] = bogle
borassus|[网络] 糖棕属；扇椰子属；树头榈属
bickiron|砧,砧子
blindfolded|（尤指用布）挡住（某人）的视线( blindfold的过去式 ); 蒙住（某人）的眼睛; 使不理解; 蒙骗
brattices|间壁；隔板；风布
bai|黄雾
bellwaver|徘徊不已
biternate|二回三出的
babelism|混乱
brisker|快的( brisk的比较级 ); 轻快的; 爽快而清新的; 兴隆的
bahera|[植]红果榄仁树
bardee|( pl. bardees, -dies)(=bardy) 马甲虫
bijugous|二对的
bolographic|bolograph的变形
bloodworm|做钓饵用的血红色的虫
burundians|(Burundian 的复数) n. 布隆迪人
beeswing|陈年葡萄酒表面上的浮薄膜, 有此种浮膜之陈年老酒
bassoonist|巴松管手
brume|雾, 霭
botryoidal|一束葡萄状的
bathophobia|深渊恐怖
baru|(Baru)人名；(俄、罗)巴鲁
bipartition|二分, 双开
banded|有带子的
bevies|（尤指少女或妇女的）一群( bevy的名词复数 ); （鸟类的）一群
brucellae|pl. 布鲁氏(杆)菌属
barbar|（男）理发员
bakeapple|<加拿大>云莓干,云莓(植物云莓的浆果)
bleacheries|[纺] 漂白工场；晒场
blastomeric|blastomere的变形
barehanded|不戴手套的, 赤手空拳的
bepuff|过分赞扬, 竭力称赞
bestiaries|(bestiary 的复数) n. 动物寓言集
beloveds|(beloved 的复数) a. 心爱的
bargepole|驳船钩杆
bewails|因（某事物）而悲愁, 悲哀( bewail的第三人称单数 )
balaenidae|露嵴鲸科
bowshot|箭的射程, 一次射击
bathometer|水深测量器
boatsman|船工, 船夫, 船员
bambara|(西非的)班巴拉族(人), 班巴拉人所用之曼丁哥语
backcasts|回测
baptisms|（基督教的）洗礼( baptism的复数形式 ); <喻>洗礼; 初次经历; 火的洗礼
beatrix|比阿特丽克斯(Beatrice的异体)(f.)
bourree|<法>法国十七世纪活泼的奥弗涅舞蹈
boxfuls|(boxful 的复数) n. 一箱的
bol|[医] 溴二乙麦角酰胺
bromocamphor|溴樟脑
budgeted|& vi. 把…编入预算（budget的过去式与过去分词形式）
baku|巴库
baldish|秃头的, 无草木的
barytone|男中音, 男中音歌手, 低音的铜管乐器
biomass|生物量
basks|晒太阳, 取暖( bask的第三人称单数 ); 对…感到乐趣; 因他人的功绩而出名; 仰仗…的余泽
beveling|[医] 斜镶法, 斜面
bioecology|生物生态学
bellboys|（旅馆里为客人搬运行李到房间里的）男侍者( bellboy的复数形式 )
blastocyte|[胚]胚球, 胚细胞, 芽胞
bacterioid|(=bacteroid)类似细菌体
barite|重晶石
biliteralism|双字母词根的运用, 由两个字母组成的词根的运用
barfing|呕吐( barf的现在分词 )
balanic|[医] 阴茎头的, 龟头的
bootery|鞋靴店
bec|雇员伤亡赔偿局（Bureau of Employees' Compensation）；商务英语证书（Business English Certificate）
beguines|(beguine 的复数) n. 比津舞
butterhead|球生菜
bicolor|二色的
bedplate|底板, 座板
beplaster|覆满, 布满
blacktopped|给（道路、停车场、操场等）铺上沥青面层（blacktop的变形）
bathvillite|黄褐块碳
bursars|（大学等的）财务主管( bursar的复数形式 ); 奖学金获得者
beek|(Beek)人名；(英、德、荷)贝克
biolytic|生物分解的, 破坏生物的
biliousness|[医] 胆汁质
bargainers|交易者；买卖约定者；讨价还价的人
basanite|试金石
bushfighting|丛林游击战
bitchiness|坏脾气
browses|吃草( browse的名词复数 ); 随意翻阅; （在商店里）随便看看; （在计算机上）浏览信息
beadle|教区执事, 英国大学典礼仪仗官
bimorphemic|[语]双语素的
biseptate|两层隔膜的, 二分隔的
botuliform|[医] 腊肠形的, 腊肠状的
bigots|抱偏见的人, 执拗的人, 心胸狭窄的人( bigot的复数形式 )
bubonalgia|[医] 腹股沟痛
biosatellite|生物卫星
blague|吹牛, 荒唐
bacile|碗形深碟
beaconing|[计] 报警的, 发信标
bedquilt|棉被
bote|森林采伐权
