sun|太阳
sheath|鞘
spike|长钉
subliminal|下意识的
sequential|序列的
surcharge|额外费用
sidebar|补充报道
solicit|恳请
spinning|旋转的 n.  纺纱
squid|鱿鱼
stylized|非写实的
suction|吸
soprano|女高音
scuffle|n&vi.  扭打
slough|使脱落 n.  泥坑
spun|拉成丝的
sediment|沉淀物
scrutinize|仔细检查
spurn|拒绝
sacrificial|供奉的
spellbind|用妖术迷惑
spaghetti|意大利式细面条
spheroid|球状体
simile|明喻
soybean|大豆
shuffle|拖着脚走
sardonic|嘲笑的
stratigraphy|地层学
saunter|vi&n.  闲逛
submission|屈服
s|[计] 标量, 服务员, 符号, 堆栈, 状态, 存储器, 开关, 同步, 系统
services|服务；服务项目（service复数形式）
shipping|装运, 航行, 船舶, 船舶吨数
sites|遗址, 举办地点；网站（site的复数）
stores|(英)百货商店
sep|九月
solutions|解决方案；应对措施；溶液剂（solution的复数）
st|[计] 段表, 状态, 系统测试, 直端连接器
sony|索尼（日本电子娱乐公司）
standards|标准；规格（standard的复数）
supplies|供应品, 日用必需品, 生活用品, (储备)物质, 存货, 补给品, 生活费用
sponsored|赞助( sponsor的过去式和过去分词); 资助（某人的培训或教育）; 为慈善活动捐资; 发起, 倡议
sat|饱和度
sellers|塞勒斯（姓氏）
sent|send的过去式和过去分词
smith|铁匠, 金属品工匠
sources|输入源；发起者；来源（source的复数）
selected|挑选出来的, 精选的
stars|明星类, 明星（star的复数形式）
searches|检索；搜索（search的复数）
sexy|有性感的, 色情的
ships|舰船（ship的复数）
submitted|递交；主张；屈服（submit的过去分词）
sets|集合, 设置（set的复数）
subjects|主题；被试者；学科；科目（subject的复数）
songs|歌曲, 歌集（song的复数）
specified|规定的；详细说明的
sub|补充人员, 部下, 潜水艇, 胶层, 订户, 傻子
selling|卖的, 销路好的, 出售的
sold|sell的过去式和过去分词
sciences|科学（science的复数）
steve|史蒂夫（男子名）
scott|斯科特（男子名）
sec|[计] 秒, 辅助
sections|截面, 节段；型材（section的复数）
sc|[计] 系统控制, 存储容量, 半导体, 会话控制
santa|圣诞老人（等于Santa Claus）
se|[计] 栈空, 系统扩充
servers|服务器（server的复数）
seconds|次级品, 二等品
supported|被支持的
signed|有符号的；有正负之分的；已签字的
samsung|三星电子（韩国电子公司）
steps|（楼外的）台阶；步伐；步幅；步数
shops|商店；商店用包装纸（shop的复数）
sorted|分选的；分类的；挑选的
sa|救世军, 南非, 南美, 南澳大利亚, 性的魅力, 性感
shirts|衬衫（shirt的复数形式）
supplied|有...提供的；备有...的
stated|决定了的, 一定的, 阐明的, 规定的
stats|[军]静止坦克自动目标系统（Stationary Tank Automatic Target System）
served|招待；服役；发球；服务（serve的过去分词）
signs|标志；符号（sign的复数）
spa|矿泉, 温泉浴场, 矿泉治疗地
specifications|规格, 规范, 明细单, 说明书, 详细的计划书
suggestions|民众意见箱；员工意见箱
spam|罐头猪肉, 垃圾邮件
springs|斯普林斯（南非东部城市名）
shemale|[美俚]女人, 女性
serving|服务, 招待, 上菜, 一份食物
samples|样品；采样；例子（suffer的复数形式）
singles|单打比赛
speakers|演说家；扬声器；发言者（speaker的复数）
supports|支承结构；支持；忍受；赡养（support的复数）
sd|[化] 磺胺嘧啶
seeking|[计] 查找, 寻找, 故障检查
shares|股份（share的复数形式）
specials|特殊的人或事；特刊；降价（special的复数形式）
smoking|抽烟, 冒烟
src|[计] 标准要求代码, 同步遥控
suites|套房；组曲；餐厅套件；[计]程序组（suite的复数）
seeing|视觉, 视力, 观看
sql|[计] 结构化英语询问语言
specs|眼镜, 规格, 说明书
ss|[计] 子系统, 卫星系统, 源语句, 同步分类, 系统管理程序
sexo|[医][=serum xanthine oxidase]血清次黄嘌呤氧化酶
stations|车站；驻地；位置（station的复数形式）
suggested|建议的；暗示的
structures|结构；构筑物；业务方式（structure的复数）
suppliers|供应商（supplier的复数）
stephen|斯蒂芬（男子名）
smaller|较小, 更小的
supporting|次要的；支持的；辅助性的
searching|搜索的, 遍寻的, 彻底的, 敏锐的
sporting|喜好运动的, 运动用的, 冒险性的
speaking|谈话, 演说
sponsors|保人( sponsor的名词复数 ); （广播电视节目、音乐会或运动会的）赞助者; （培训或教育的）资助者; （法案等的）倡议者
sizes|象素显示尺寸, 尺寸（size复数形式）
styles|风格；样式；模式（style的复数形式）
starts|开创；开始（start的复数）
scores|大量, 众多; 二十( score的名词复数 ); （游戏或比赛中的）得分; 大量; 百分数
sp|岸上宪兵, 基地宪兵
safari|旅行, 旅行队, 科学考察
sam|[计] 安全性帐户管理器
securities|有价证券
sterling|英国货币, 标准纯银
sessions|会议；会期（session的复数）
stocks|股票；存货；库存量（stock的复数）
sarah|萨拉(<<圣经>>故事人物)
scheduled|预定的
significantly|值得注目地；意味深长地
sending|发送, 派遣, 发射, 信件, 神赐, 天降
seemed|装作；似乎（seem的过去式）
spyware|间谍软件；后门程式
symptoms|病徵；症状；症候
simon|西蒙（男子名）
saved|已保存的；获救的
shots|炮弹；射击；射手（shot的复数）
sheets|被单；片材, 板片（sheet复数）
sf|[计] 比例因子, 栈前, 栈满
stands|看台；架子；货摊（stand的复数）
si|[计] 国际单位制, 串行接口, 移入
subscriptions|捐献；订阅（subscription的复数形式）
surveys|调查（survey的复数）
sitting|入席, 就坐, 开庭, 孵卵
stored|储存的
sci|[计] 串行通信接口, 栈控制指令, 系统控制接口, 科学新闻组类
siemens|西门子（财富500强公司之一, 总部所在地德国, 主要经营电子电气）
susan|苏珊（女子名）
sw|[计] 软件, 状态字, 开关
scripts|原稿, 手稿（script的复数形式）
sides|边；面数；台词表（side的复数形式）
shipped|发货；装船（ship的过去分词）
seats|座椅, 座位（seat的复数形式）
stamps|邮票；印记；图章（stamp的复数）
semi|[计] 半
su|[计] 可选部件
sr|[计] 开关寄存器
soldiers|士兵；战士数量（soldier的复数）
substances|物质( substance的复数形式 ); 实质; 物体; [哲学]1)。 本质
streets|街道；市区；城市道路（street的复数形式）
shaved|shave的过去式和过去分词
steven|史蒂文（男子名）
spaces|空间；空格；控制室（space的复数）
sacramento|萨克拉门托（美国加州首府）
subsection|分部, 分区, 分支
studios|工作室（studio的复数）
sean|肖恩（男子名）
stopped|停止；停下来（stop的过去式和过去分词）
seriously|严肃地, 认真地, 严重地
serves|（为…）服务( serve的第三人称单数 ); 任（职）; 提供; 端上
shoppers|购物者（shopper复数）
simpson|辛普森（姓氏）
sublime|高尚的, 壮观的, 卓越的
shareware|[计] 试用软件
supposed|想象上的, 假定的, 被信以为真的
sms|[计] 存储管理服务
shit|拉屎
secrets|秘密；隐私（secret的复数）
stewart|斯图尔特（男子名）
sealed|未知的, 密封的
scenes|现场, 景色；场景（scene的复数）
spanking|清爽的, 疾行的, 强烈的
supplements|补充品；增补物；补脉（supplement的复数）
shorts|短裤, (美)男人的短衬裤
sb|[计] 栈底, 标准二进制, 减, 备用设备
sm|理科硕士
seminars|研讨班( seminar的复数形式 ); 研讨小组; 研讨会; 培训会
sons|儿子们（son的复数）；子弟
specialists|特种经纪人；专科医生；专家（specialist的复数）
sectors|分区；部门；扇区数（sector的复数）
samuel|撒母耳（希伯来先知）；塞缪尔（男子名）
schedules|时间表；待办事项；日程安排（schedule的复数形式）
sized|依大小排列的, 依大小调整的, 型号的, ...尺码的
signals|信号( signal的名词复数 ); （无线电或电视所传送的）讯号; 标志; （尤指铁路和公路上的）指示灯
symbols|符号；象征；标志；符号表（symbol的复数）
stages|戏剧表演；舞台；阶段（stage的复数）
sur|[法] 根据
stones|小石头；石子（stone的复数）
sh|interj. 嘘
secured|有担保的
slots|插槽；老虎机（slot的复数）
sought|seek的过去式和过去分词
scanner|扫描仪, 扫描盘, 审视者
struct|结构；结构体；创建构架数组
strings|附带条件, 弦乐部分, 弦乐器
seasons|季节, 四季
sigma|[计] 求和
sleeping|睡眠
switches|转轨器, 道岔
spoke|轮辐
sampling|[计] 抽样; 采样
sharon|莎伦（女子名）
subscriber|签署者, 捐献者, 订户
seeds|种子；种子状物；子孙后代；[体]种子选手（seed的复数）
skype|网络电话（一个网络语音沟通工具）
stood|stand的过去式和过去分词
somebody|了不起的人, 大人物
slideshow|幻灯片, 幻灯片放映, 播放幻灯片方式
specialized|专门的, 特别的, 专科的, 特化的, 专化的
statutory|法令的, 法定的, 可依法惩处的
sl|[计] 仿真语言, 源语言, 系统语言
seo|搜索引擎优化（Search Engine Optimization）
steering|掌舵, 操纵, 指导
screens|卡位；屏幕（screen的复数）
sequences|后果( sequence的名词复数 ); （纸牌中的）顺牌; 有关联的一组事物; （电影中表现同一主题或场面的）一组镜头
ssl|[计] 软件说明语言, 源语句库, 存储结构语言, 系统仿真语言
shaped|成某种形状的, 制成一定形状的, 有某种形状的, 合适的, 计划好的, 有目标的
submissions|提交( submission的复数形式 ); 屈从; 归顺; <律>向法官或陪审团提出的意见或论据
schemes|计划( scheme的名词复数 ); 体系; 阴谋
spears|斯皮尔斯（姓氏）
seniors|年长者, 老年人；资历较深的人（senior的复数形式）
subscribers|订阅者, 认股人；捐款人（subscriber复数形式）
selecting|[计] 选择
singing|歌唱, 歌声
starring|扮演主角, 领衔主演；纯锑表面呈星状花纹
surveillance|监视, 监督
sucking|吸奶的, 授乳的, 尚未断奶的, 乳臭未干的
stayed|停留, 制止（stay的过去分词形式）
sees|扩展企业应用套件（Sage Extended Enterprise Suite）
saver|节省...的器具, 节约装置, 省俭的人
std|[计] 标准
seeks|寻找, 探寻( seek的第三人称单数 ); 企图; 试图; 探索
stanley|斯坦利（男子名）
scoring|[化] 擦伤; 划伤
sisters|姐妹们（sister的复数形式）
spots|插播广告；花点布, 点子花纹棉布；置球点；斑点（spot的复数）
similarly|相像地, 类似于
solving|解决
screenshots|(screenshot 的复数)  屏幕截图
switching|[计] 交换
syndication|企业联合组织；辛迪加组织
signup|注册；签约
studying|学习；研究（study的ing形式）
separated|分居；分开的；不在一起生活的
salem|塞伦；礼拜堂
starter|开端者, 在起跑线上的人, 参加赛跑的人, 调度员, 起动机, 酵母
spec|投机, 投机事业, 规格, 说明书, 专业人员
sept|氏族
scanners|检测装置( scanner的复数形式 ); 扫描设备; 扫描器; 扫掠天线
sunny|阳光充足的, 乐观的, 快乐的, 像太阳的
slut|懒妇, 荡妇
sg|[计] 系统生成程序
streaming|[电] 流
syndicate|企业联合, 辛迪加, 财团
springfield|斯普林菲尔德（美伊利诺斯州首府）
scored|折叠的；刮伤的
societies|社会( society的名词复数 ); 上流社会; 社团; 社群
soundtrack|声迹, 声槽, 声带
seating|使就座, 就座, 座位
scholarships|学问, 学识( scholarship的复数形式 ); 奖学金
sys|[计] DOS外部命令:将系统文件加入指定的磁盘
solaris|[计] Solaris操作系统
scales|缩放；天平；鳞屑；磅秤
stuck|stick的过去式和过去分词
stops|站点；停靠站（stop的复数）
scsi|小型计算机系统接口
stronger|[经] 强劲的
stanford|斯坦福（姓氏, 男子名）；斯坦福大学（美国一所大学）
sox|短袜, 袜子, 鞋内的衬垫, 轻软鞋, 巨款, 存款, 存钱处, 银箱, 拳打, 一击, 重击
stockings|丝袜；长袜, 球袜
scheduling|行程安排, 时间表制定
stuart|英国斯图亚特王室；斯图尔特（男子名, 等于Stewart）
salvador|[经] 萨尔瓦多
staying|刚性结合；撑法；加劲；拉线
streams|数据流, 流控制（stream复数形式）
signing|[法] 签署, 签字
showcase|陈列橱
synopsis|概要, 摘要, 大意
sells|卖；背叛, 经营（sell第三人称形式）
spirits|情绪, 兴致, 心情, 烈酒, 酒精
stickers|有背胶的标签( sticker的复数形式 ); 坚持不懈的人, 锲而不舍的人
stat|[电] 静
slovenia|斯洛文尼亚
surfaces|表面；曲面（surface的复数）
surely|的确地, 安全地
stylus|铁笔, 尖笔, 唱针
structured|有结构的
stevens|史蒂文斯（姓氏）
squirting|喷出；注射（squirt的ing形式）
struck|受罢工影响的
stunning|打昏迷的, 弄得人昏头昏脑的, 令人震惊的
sluts|荡妇, 懒妇, 母狗( slut的复数形式 )
sara|萨拉族, 萨拉人
saddam|萨达姆（伊拉克前总统）
staffing|[计] 人员指挥
showers|阵雨（shower的复数形式）；淋浴站, 淋浴设备
supporters|支持者, 支持单位；支持单元
statutes|议会立法, 章程（statute复数形式）
saskatchewan|萨斯喀彻温省
sensors|传感器, 感应器；感测器（sensor的复数）
suffered|受痛苦( suffer的过去式和过去分词 ); 受损害; 变糟; 变差
swingers|摆动（或挥动）的人, 赶时髦的人( swinger的复数形式 )
scanning|[计] 扫描
statewide|全州的, 遍及全州的
suits|西服；套装；讼案（suit的复数）
suzuki|铃木（日本机车商标）
slovakia|斯洛伐克
sim|用户身份识别卡（subscriber identity module）；工业管理学院（School of Industrial Management）；科学仪表舱（Scientific Instrument Module）；模拟计算机索引法（Simulated Machine Indexing）
selections|选集；选择（selection的复数）
speaks|讲, 谈( speak的第三人称单数 ); 说; 演说; 从某种观点来说
scotia|凹形边饰
shareholders|股东( shareholder的复数形式 )
sims|次级离子质谱分析法（secondary ion mass spectroscopy）
sucks|不好；差劲（suck的复数）
sol|溶胶, 索尔(秘鲁货币单位)
sussex|苏塞克斯（英国郡名）
subcommittee|小组委员会
suse|德国最著名的Linux发行版（软件名）
searched|找寻( search的过去式和过去分词 ); 搜查; 探查; [医学]（用仪器）探测（外伤）
sku|库存单位（Stock Keeping Unit）
sullivan|沙利文, 苏利文（人名）
suspended|悬浮的；暂停的, 缓期的（宣判）
screenshot|屏幕截图
sends|发送（send第三人称单数）
symantec|出品NORTON软件的公司
spencer|针织短外衣, 斜桁纵帆
ste|[计] 软件测试环境, 用户终端设备
sk|[医] 链球菌激酶, 链球菌致活酶
sq|正方形, 方形物, 平方, 广场, 直角尺, 矩尺, 棋盘上的方格, 纵横字谜, 方阵
skins|（美）连皮烤土豆；面板；皮囊；皮肤（skin的复数）
seventh|num. 第七, 七分之一
stolen|steal的过去分词
soonest|不久( soon的最高级 ); 即刻; 早; 快
scholars|奖学金获得者( scholar的复数形式 ); 学者; 聪颖勤奋的学生; 文人学士
scripting|脚本语言；脚本撰写；脚本处理
snapshot|快照, 抽点打印
shaw|杂木林
segments|积弓形片模型；片段；段数（segment的复数）
specifics|详情；细节；特性（specific的复数）
strengths|长处；优势, 强项（strength的复数形式）
sandra|桑德拉（女子名）
settled|固定的, 决定的, 持续的, 难以消除的
soma|身体, 肉体, 身体细胞
ser|锡厄(印、巴等国重量单位)
submitting|顺从( submit的现在分词 ); 听从; 屈服; 甘受
shapes|图形；二维造型体；身材；形状（shape的复数）
sheffield|谢菲尔德（英国城市）
slides|滑；徐徐而行；下跌（slide的三单形式）
speeds|速度( speed的名词复数 ); 快速; 快门速度; 感光度
sustained|持续的, 持久不变的, 持久的, 不懈的
