phone|手机
passes|及格；经过；超过；传递（pass的三单形式）
pointer|指示物, 教鞭, 暗示, 指针
permits|许可( permit的名词复数 ); 许可证; 执照
priorities|先( priority的名词复数 ); 优先; 优先权; 优先考虑的事
parenting|父母对子女的养育
pierre|皮埃尔（男子名）
photoshop|著名图象处理软件（美国Adobe公司）
panama|巴拿马, 巴拿马城
paintings|图画；涂漆；印刷品（painting的复数）
planner|计划者, 设计者, 安排者
pulled|牵引的；扯下来的
puts|卖出选择权；[计]字符串输出（put的复数）
painted|描画的, 着色的, 刷上油漆的, 涂脂抹粉的, 矫揉造作的
processors|处理器, 处理机（processor复数）
pantyhose|连裤袜
plc|[计] 可编程逻辑控制器
pixels|像素；像素点（pixel的复数）
procurement|获得
protocols|协议；礼仪礼节；条款（protocol的复数）
panties|女式短裤
phillips|飞利浦（电子产业集团）；菲利普斯（姓氏）
panels|镶板( panel的名词复数 ); 面; （门、墙等上面的）嵌板; 控制板
protecting|保护( protect的现在分词 ); 防护; 投保; 关税保护
produces|过程管理, 产品（produce复数形式）
puzzles|智力游戏；游戏拼图；谜题（puzzle的复数）
piss|小便, 下大雨, 抱怨
premises|房屋, 上述各点, 上述房屋
proved|prove的过去式和过去分词
proc|[计] 程序, 工艺规程, 方法, 过程
pete|皮特（等于Peter, 男子名）
penn|宾夕法尼亚大学（Pennsylvania）
permissions|允许, 许可, 准许( permission的复数形式 )
prescribed|规定的
peeing|小便, 撒尿( pee的现在分词 )
pays|报酬（pay的复数）；（法）国家
pumps|泵；抽运器；无带轻便舞鞋；脉动（pump的复数）
peoples|民族学；民族（people的复数形式）
pos|[计] 销售点, 位置, 正, 主操作系统
phys|物理系（physics）；物理学家（physicist）；生理领域（physics）；生理盐水（physiological saline）
pairs|夫妇；一副（pair的复数）
prague|布拉格
previews|预展, 试映, 预演( preview的名词复数 )
performances|履行( performance的复数形式 ); 性能; 表现; 演出
provincial|外地人, 粗野的人
placing|出盘, 出售
pty|巴拿马城（Panama City）；伪终端（	Pseudo-Terminal Utilities）；节目类型（Program Type）
packing|包装, 填垫材料, 封函, 行李
powell|鲍威尔（英国物理学家）
perspectives|透视( perspective的复数形式 ); 透视图; 观点; 全景
pads|波纹细丝带, 眼镜丝带；衬垫（pad的复数）
photographic|照相的, 摄影用的, 详细记录的, 逼真的, 酷似的
pixel|像素
paths|路径（path的复数）
por|返回后付款（pay on return）
patents|专利权；专利（patent的复数形式）
packets|数据包；小捆；小包（packet的复数）
pmc|生产计划与物料控制（Product Material Control）；个人移动通信（Panasonic Mobile Communications）
practitioners|习艺者, 实习者( practitioner的复数形式 ); 从业者（尤指医师）
particles|粒子系统；微粒, 粒子；碎木料（particle的复数形式）
plymouth|普利茅斯（英国一座城市）
prep|(英)(非正式)准备功课, 预备学校, 预料
pb|[计] 10的15次方字节
pros|赞成者；赞成的意见（pro的复数）
photographers|摄影者（尤指）摄影师( photographer的复数形式 )
possibilities|可能性( possibility的名词复数 ); 可能的事; 可选择的方法; 可以利用和改善的余地
phi|希腊语的第二十一个字母(Φ,φ)
ppc|[化] 氨非咖片
playlist|播放列表；演出剧目表
predicted|预言, 预测, 预示( predict的过去式和过去分词 )
plugins|插件；插件程序；外挂程序（plugin的复数形式）
princeton|普林斯顿
proprietary|所有者的, 所有权的, 私有的
pins|插脚, 针；精确的综合导航系统
polo|马球, 水球
pd|[医] 钯(46号元素)
prot|量角器（protractor）；保护（protection）；[化]蛋白质纤维
perth|珀斯, 佩斯（澳大利亚城市）
plumbing|测深, 管子工行业, 管道设备
projectors|电影放映机, 幻灯机( projector的复数形式 )
pharmacies|制药( pharmacy的复数形式 ); 药店; 药房; （医院的）药房
projected|投影的, 投射
paperbacks|平装本, 平装书( paperback的复数形式 )
proceeds|pl. 收益
prizes|奖赏( prize的名词复数 ); 值得竞争的东西; 难能可贵的事物; 难以争取的重要事物
patio|屋子与花园之间的一片供晴天休息用的石砌空地
plains|平地, 平原（plain的复数）
pts|[计] 程序测试系统
playboy|花花公子, 乖巧的人
periodically|定期, 循环, 间歇, 周期, 定期刊行, 期刊
poly|理工学院, 工艺高等专科学校
pharmacology|药理学, 药物学
passengers|乘客( passenger的名词复数 ); 旅客; 白吃饭的人; 闲散人员
petersburg|彼得斯堡（美国城市）；彼得堡（苏联城市列宁格勒旧称）
powerpoint|微软办公软件
promised|& vi. (promise的过去式或过去分词形式); 承诺; 允诺; 答应
pharmaceuticals|医药品
prospects|预期；前景；潜在顾客；远景展望
preventing|预防( prevent的现在分词 ); 阻碍; 阻止; [宗教]引领
penalties|惩罚( penalty的名词复数 ); 刑罚; 害处; 足球点球
politicians|政治家( politician的复数形式 ); 政客, 玩弄权术者
pools|猜足球赛胜负的赌博
prisoners|囚徒( prisoner的复数形式 ); 俘虏; 被夺去自由的人[动物]等
pubs|小酒馆；酒吧（pub的复数）
pamela|帕梅拉（女子名）
porsche|保时捷（德国知名汽车厂商或其出产的轿车品牌名）
posing|摆姿势（pose的ing形式）
promises|允诺
promo|商品广告；商品推销
phrases|短语；词组；乐句；措词（phrase的复数）
parliamentary|国会的, 议会的, 议会制度的
prefix|前缀, 称谓
planets|行星( planet的复数形式 ); 地球（尤指环境）
pointing|[计] 指向, 指点
pirates|海盗( pirate的名词复数 ); 剽窃者; 侵犯版权者; 非法播音的人（或组织）
perceived|感觉( perceive的过去式和过去分词 ); 视为; 认为; 理解为
presenting|举向( present的现在分词 ); 面向; 举枪瞄准; （分娩时婴儿）露出
pac|[医] 一六零五, 二乙基对硝基苯硫代磷酸酯(有机磷杀虫药)
pushed|拮据的, 紧张的, 没空的, 忙
participated|参加, 参与( participate的过去式和过去分词 )
planes|位面
pokemon|口袋妖怪（游戏、动画名）
postings|任命, 委派( posting的复数形式 )
postcards|明信片( postcard的复数形式 )
pf|[电] Picofarad的简写
ping|砰(子弹击中时的声音), 报时的最后一声, 声脉冲
palmer|朝圣者；变戏法的人；毛虫（尤指北美的小舌麦蛾幼虫）
pontiac|旁蒂克（汽车名）
passwords|口令；密码（password的复数形式）
prix|奖金, 价格
pavilion|楼阁, 亭子, 大帐篷, 观众席
provinces|外省, 边远地区, 乡间
paraguay|巴拉圭
peterson|彼得森（男子名）
pk|[建] pK
pressing|紧迫的, 迫切的, 热切的
prepaid|先付的
performs|执行；表演（perform的第三人称单数形式）
plastics|塑料制造学, 塑料学, 整形外科, 成形外科, 塑料, 塑料制品
psi|希腊字母的第23个字母
pct|[计] 外部控制终端, 处理控制表, 程序控制表
pas|优先权, 舞步, 舞
podcasts|播客（podcast的复数形式）
prostate|前列腺的
picking|掘, 选择, 挑选, 采摘, 撬开, [U]采得物, 捡得物, 赃物, 扒窃物
pockets|口袋（pocket的复数）
pipes|管线, 管道；管子（pipe复数形式）
pushing|有精力的, 富有进取心的, 莽撞的
pediatric|小儿科的
prefers|提出（请求、控诉等）( prefer的第三人称单数 ); 提升; 建议; 选择某事物（而不选择他事物）
pastor|牧师
phases|阶段, 时期（phase的复数形式）
pn|清注意, 本票, 期票
propecia|[医]非那雄胺生发剂<脱发治疗药>
petite|小的, 次要的, 小个子的, 娇小玲珑的, 娇小的
pens|钢笔（pen的复数）
polyester|聚酯
privileges|特权( privilege的名词复数 ); （因财富和社会地位而仅有部分人享有的）权益; 免责特权; 特殊荣幸
pvc|聚氯乙烯
preston|普勒斯顿（男子名；英国港市名字）
peas|豌豆（pea的复数）
predictions|预言, 预言的事物( prediction的复数形式 )
pix|[医] 焦油, 沥青
pulling|[计] 拉单晶的
pam|[计] 脉冲幅度调制
pensions|退休金, 养老金( pension的名词复数 )
prayers|祈祷；祝福；祷告者；恳求者（prayer的复数）
portraits|肖像, 画像( portrait的复数形式 ); 生动的描写
plots|情节；阴谋；平面图；小块土地（plot的复数）
polished|擦亮的, 优雅的, 精良的
pgp|加密软体（Pretty Good Privacy）
programmers|（计算机的）程序员( programmer的复数形式 )
pj|有功电度表；圆周喷射（Peripheral Jet）
positioning|定位；配置, 布置
promoted|晋升的
paxil|帕罗西汀（抗抑郁药物）
pressed|紧迫的, 繁忙的
planners|规划者, 策划人( planner的名词复数 )
paintball|彩弹球；漆弹游戏
prozac|百忧解（一种治疗精神抑郁的药物）
paso|泛美体育组织（Pan American Sports Organization）
playback|(录音)重放, (录音)重放装置
portsmouth|朴茨茅斯（英国港市, 美国港市）
pod|豆荚, (豆荚状的)保护性外壳, 扁豆形矿体
potatoes|马铃薯；土豆（potato的复数形式）
peers|平辈, 同事（peer的复数）
promotes|<正>促进( promote的第三人称单数 ); 提升; 推销; 使 （学生）升级
pother|喧扰, 骚动, 混乱
pommels|（刀剑柄）圆头, （马鞍）前鞍( pommel的名词复数 )
pithecoid|猿的, 类人猿的
prahu|=proa[变体]
pronator|旋前肌
pratal|草甸中植物
pianette|<英>竖型小钢琴
poleyn|护膝铠甲
protopathic|[生理](皮肤的)初感的, 原始的, 初期的
praelector|讲师
periphrasis|迂回说法, 折绕(语)
pollinose|(昆虫)体表覆盖粉面的
piki|薄页玉米饼
papalist|教皇之信徒
pottered|懒散地工作, 漫无目的地走动( potter的过去式和过去分词 )
paramountly|最高地
purpler|purple（紫色的）的比较级形式
pentolite|(由季戊四醇和三硝基甲苯合成的)彭托利特炸药
piercingly|刺透地, 感动地
prospicience|[网络] 有意义
pentaptych|五张一套的版画
penultimatum|最后通牒发出前的声明(或要求等),半最后通牒
pomace|酱状物, 果渣, 油渣
prevailed|获胜( prevail的过去式和过去分词 ); 盛行; 说服; （ 思想、观点等）被接受
pogonotomy|剃须
paripinnate|[植](复叶)偶数羽状的
paulista|[地名] [巴西] 保利斯塔
porphyrio|[网络] 紫水鸡属；青水鸡属
paludism|疟疾
presuppose|预先假定, 预料, 以...为先决条件
peeking|很快地看( peek的现在分词 ); 偷看; 窥视; 微露出
pluckiest|有勇气的, 大胆的 (plucky的变形)
puristic|修辞癖的, 用语简洁的
preemergence|(植物种子)出土前的,出土前施用的
phreatophyte|[植]( 根深达地下潜水层的) 地下水湿生植物
pluviose|雨量多的
poundstone|岩石底板
paracotoin|副可土因
preformed|预成型的, 预制成的
pavers|(paver 的复数) n. 铺路工, 铺设人, 铺筑材料, 铺设材料, 铺路机
permanently|永久, 不变, 持久
perforata|多孔珊瑚部
prelicense|<主美>领取执照前的,发放执照前的
prodigus|[法] 浪费者, 浪子
pumper|消防车, 使用唧筒者, 唧筒式抽水机
proscriber|proscribe的变形
pudibund|惭愧的,谦逊的,过分拘谨的
pargeter|粗涂, (尤指)粉饰；涂饰
patera|[建]皿形饰, 圆盘饰, 插座, 接线盒
phasmophobia|幽灵恐怖, 怕鬼
preadamite|亚当以前的
probit|概率单位
philologize|研究文献学, 研究语文学, 从语文学角度论述
prefoliation|幼叶卷叠式
protense|[网络] 保护
phialed|管形瓶；小药瓶
pestering|使烦恼, 纠缠( pester的现在分词 )
punctuates|（在文字中）加标点符号, 加标点( punctuate的第三人称单数 ); 不时打断某事物
patellas|膝盖骨( patella的名词复数 )
picot|花边小环
perversity|乖僻, 倔强, 任性, 反常, 性变态
polycrystal|多晶体
pur|发出喉音；咕噜咕噜叫
promenading|兜风( promenade的现在分词 )
profonde|魔术师上衣尾部的特殊口袋
pronymph|预若虫
petitioner|请愿人, 诉愿人, (离婚案)原告
phrenodynia|膈痛
precedents|[计] 引用单元
pennatula|[动]海鳃
protesting|声明( protest的现在分词 ); 坚决地表示; 申辩
progressed|（使）进步, （使）进行( progress的过去式和过去分词 ); 改进; 进展; （时间上）推移
pokerish|引起恐惧的；怪异的
propounded|提出（问题、计划等）供考虑[讨论], 提议( propound的过去式和过去分词 )
polly|波莉（女子名, 等于Mary）；鹦哥（鹦鹉的通称, 等于poll parrot）
palatalized|使腭音化( palatalize的过去式和过去分词 )
pliability|易弯性, 柔韧(性), 可挠性
pyramus|皮拉摩斯（人名）
prating|（古时用语）唠叨, 啰唆( prate的现在分词 )
pterodactyl|翼手龙
playhouses|剧场, 戏院( playhouse的复数形式 ); （像房子一样的）儿童游戏屋
proselytize|使改变宗教信仰
perciformes|鲈形目
phosphite|亚磷酸盐
prosecutive|起诉的, 检举的
phototropic|向光性的
palefaces|(paleface 的第三人称 -s形式) n. (贬)白人, 白脸小丑
pterygial|[医] 翼状胬肉的
preoperculum|[医] 前盖
passiflora|[化] 西番莲
pharos|灯塔, 航标灯, 烛台
pteropoda|翼足目
punt|方头平底船, 踢悬空球, 赌博者
puddening|[海]船首碰垫
pilosity|多毛性, 细毛被
preoccupy|抢先占领, 使全神贯注
pantalgia|[医] 全身痛
pertussal|[医] 百日咳的
planera|[网络] 水榆属
penicilium|毛丛
popple|翻腾, 荡漾, 汹涌
petrie|皮特里(姓氏)
pantisocracy|理想的平等社会, 乌托邦的大同世界
pesticides|杀虫剂( pesticide的复数形式 ); 除害药物
phyllodoce|松毛翠属
pelvisacral|[医] 骨盆骶骨的
paragraphed|将…分段（paragraph的过去式形式）
